Season,Name,Team,Spd,GB/FB,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,maxEV,HardHit%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,wOBA,K%,BB%,NameASCII,PlayerId,MLBAMID
2016,Mark Trumbo,BAL,2.864531195,0.916230366,0.173814898,0.39503386,0.431151241,0.12565445,0.4199,0.3409,0.2393,0.1919,0.4153,0.3928,92.73657227,15.155903,0.1467,117.152,0.447,0.3378,0.6991,0.4937,0.5726,0.8203,0.7239,0.4315,0.6357,0.1361,0.1555,0.2917,0.358144218,0.254872563,0.076461769,Mark Trumbo,6876,444432
2016,Chris Coghlan,- - -,4.664262604,1.525423728,0.207446808,0.478723404,0.313829787,0.050847457,0.381,0.3651,0.254,0.1905,0.5185,0.291,87.2202842,7.280602195,0.037,108.111,0.3016,0.2798,0.65,0.4368,0.5842,0.8677,0.7631,0.4241,0.5733,0.1024,0.1763,0.2788,0.268918312,0.243333333,0.116666666,Chris Coghlan,6878,458085
2016,Ian Desmond,TEX,5.956726503,2.057851239,0.206008583,0.534334763,0.259656652,0.09090909,0.312,0.3803,0.3077,0.2051,0.4915,0.3034,90.72887763,4.83659468,0.0726,111.978,0.4338,0.3082,0.64,0.4649,0.5564,0.8335,0.7366,0.4723,0.6573,0.1221,0.1897,0.3118,0.335688207,0.236336779,0.064992614,Ian Desmond,6885,435622
2016,Yadier Molina,STL,2.309571199,1.628571428,0.218683651,0.484076433,0.297239915,0.05,0.3763,0.3446,0.2791,0.1564,0.5328,0.3108,87.73532856,9.395160683,0.0275,106.556,0.277,0.3603,0.727,0.5339,0.8138,0.8959,0.8667,0.4734,0.6248,0.0709,0.1264,0.1974,0.341779143,0.108433734,0.067125645,Yadier Molina,7007,425877
2016,Logan Forsythe,TBR,4.494769626,1.19117647,0.227979274,0.419689119,0.352331606,0.080882352,0.3912,0.329,0.2798,0.1166,0.5233,0.3601,90.02109782,13.60067749,0.0674,109.368,0.3886,0.2211,0.5873,0.3958,0.6471,0.8543,0.7938,0.477,0.6279,0.0816,0.2219,0.3036,0.33569934,0.22398589,0.081128747,Logan Forsythe,7185,523253
2016,Carlos González,COL,2.961921193,1.418918918,0.213186813,0.461538461,0.325274725,0.081081081,0.3706,0.375,0.2544,0.2018,0.4276,0.3706,90.19107492,8.886495318,0.0833,118.002,0.4101,0.3644,0.744,0.516,0.5683,0.8207,0.7137,0.3995,0.5728,0.1465,0.1113,0.2578,0.361430293,0.204113924,0.07278481,Carlos Gonzalez,7287,471865
2016,Salvador Perez,KCR,1.990298084,0.73262032,0.183879093,0.345088161,0.471032745,0.155080213,0.4736,0.3199,0.2065,0.2217,0.4408,0.3375,88.88702688,19.14178172,0.0579,112.73,0.3728,0.4424,0.7014,0.5518,0.6576,0.904,0.7899,0.4224,0.6685,0.1152,0.1408,0.256,0.307574021,0.217948717,0.04029304,Salvador Perez,7304,521692
2016,Seth Smith,SEA,1.799603171,1.573033707,0.215753424,0.479452054,0.30479452,0.123595505,0.43,0.3959,0.1741,0.1502,0.5119,0.3379,89.53972262,8.420035013,0.0853,111.598,0.4061,0.2268,0.6206,0.3959,0.5917,0.8866,0.7902,0.4293,0.5411,0.0829,0.1955,0.2784,0.330515106,0.203196347,0.109589041,Seth Smith,7331,452234
2016,Ben Zobrist,CHC,3.998751701,1.574626865,0.21590909,0.479545454,0.304545454,0.082089552,0.4833,0.3474,0.1693,0.1537,0.5212,0.3252,89.12111188,9.536427367,0.0401,110.394,0.3541,0.2052,0.561,0.3549,0.7668,0.942,0.8833,0.4206,0.5658,0.0411,0.2249,0.2659,0.360025074,0.129952456,0.152139461,Ben Zobrist,7435,450314
2016,Trevor Plouffe,MIN,2.844659118,1.111111111,0.199233716,0.421455938,0.379310344,0.121212121,0.4183,0.3422,0.2395,0.1863,0.4829,0.3308,90.1648407,12.28269577,0.0684,110.656,0.403,0.2511,0.6693,0.4515,0.6765,0.8681,0.8126,0.4792,0.6105,0.0846,0.1769,0.2615,0.310577074,0.174418604,0.055232558,Trevor Plouffe,7462,461858
2016,Neil Walker,NYM,2.918846103,0.816901408,0.213414634,0.353658536,0.432926829,0.098591549,0.4169,0.3686,0.2145,0.1662,0.4743,0.3595,89.08444884,18.05685946,0.0695,108.16,0.3746,0.3001,0.6913,0.468,0.6805,0.8875,0.8117,0.4291,0.5655,0.0876,0.1551,0.2427,0.350886489,0.183406113,0.091703056,Neil Walker,7539,435522
2016,Lonnie Chisenhall,CLE,5.741514357,0.847328244,0.23899371,0.349056603,0.411949685,0.114503816,0.3758,0.3106,0.3137,0.2143,0.5217,0.264,86.19745223,18.09544654,0.028,108.743,0.2453,0.4203,0.7748,0.5695,0.7195,0.9283,0.8391,0.421,0.6124,0.0912,0.1164,0.2075,0.3267046,0.167464114,0.055023923,Lonnie Chisenhall,7571,502082
2016,Mark Reynolds,COL,2.065147096,1.282608695,0.25795053,0.41696113,0.325088339,0.163043478,0.4064,0.318,0.2756,0.2049,0.5053,0.2898,87.85516292,12.23597886,0.0601,111.805,0.3746,0.2724,0.6935,0.4614,0.6058,0.8187,0.7494,0.4488,0.5646,0.1154,0.1504,0.2657,0.348502258,0.253968253,0.095238095,Mark Reynolds,7619,448602
2016,Charlie Blackmon,COL,5.877585417,0.910614525,0.278481012,0.343881856,0.37763713,0.072625698,0.4389,0.3126,0.2484,0.1905,0.4658,0.3437,87.70320847,15.24224384,0.0621,112.723,0.3354,0.3403,0.6382,0.4692,0.749,0.915,0.8467,0.4327,0.546,0.0715,0.1744,0.246,0.393861438,0.159126365,0.067082683,Charlie Blackmon,7859,453568
2016,Jonathan Lucroy,- - -,4.323216079,0.960526315,0.241730279,0.371501272,0.386768447,0.138157894,0.3511,0.3715,0.2774,0.2112,0.4351,0.3537,87.59226502,14.45981936,0.0685,110.93,0.3477,0.3001,0.5771,0.4313,0.7081,0.8815,0.818,0.4738,0.5699,0.0778,0.2032,0.281,0.361515052,0.183823529,0.086397058,Jonathan Lucroy,7870,518960
2016,Hanley Ramirez,BOS,3.709372922,1.471830985,0.1875,0.483796296,0.328703703,0.119718309,0.3788,0.3626,0.2587,0.2263,0.4018,0.3718,90.62256903,9.271258791,0.0831,114.891,0.4226,0.3038,0.6807,0.4679,0.6204,0.869,0.7779,0.4353,0.6113,0.1031,0.161,0.2641,0.367328634,0.193548387,0.096774193,Hanley Ramirez,8001,434670
2016,Adam Lind,SEA,1.478062072,1.221238938,0.200636942,0.439490445,0.359872611,0.097345132,0.3949,0.3344,0.2707,0.1975,0.4427,0.3599,91.22218524,10.88562679,0.0796,112.755,0.4268,0.3595,0.6404,0.4794,0.6636,0.8927,0.7943,0.427,0.6163,0.098,0.1973,0.2953,0.304082702,0.206976744,0.060465116,Adam Lind,8027,452252
2016,Matt Carpenter,STL,3.96082791,0.708860759,0.262295081,0.306010928,0.431693989,0.044303797,0.4812,0.328,0.1909,0.0995,0.4812,0.4194,90.6889175,18.12371234,0.1048,111.076,0.422,0.2261,0.5883,0.3865,0.6309,0.9205,0.826,0.4427,0.5583,0.0665,0.2084,0.2749,0.37511314,0.19081272,0.14310954,Matt Carpenter,8090,572761
2016,Josh Harrison,PIT,6.832173697,1.22147651,0.194647201,0.442822384,0.362530413,0.053691275,0.4066,0.3333,0.26,0.1726,0.5508,0.2766,86.50938465,13.03227117,0.0213,103.259,0.2293,0.3709,0.725,0.5427,0.779,0.8456,0.8222,0.4852,0.6571,0.0965,0.1387,0.2352,0.30064097,0.145593869,0.034482758,Josh Harrison,8202,543281
2016,Dee Strange-Gordon,MIA,8.783277765,2.576271186,0.185328185,0.586872586,0.227799227,0.06779661,0.2894,0.4212,0.2894,0.2967,0.5348,0.1685,82.77677473,3.71415362,0,101.456,0.1397,0.3429,0.6431,0.4866,0.7401,0.9182,0.8528,0.4787,0.6203,0.0714,0.1688,0.2402,0.279859558,0.159420289,0.052173913,Dee Strange-Gordon,8203,543829
2016,Hunter Pence,SFG,2.531858619,1.930232558,0.168316831,0.547854785,0.283828382,0.104651162,0.3399,0.3597,0.3003,0.2013,0.4983,0.3003,90.97192048,5.630582209,0.066,113.668,0.4092,0.3147,0.651,0.4575,0.5521,0.8173,0.7124,0.4248,0.6267,0.1313,0.1684,0.2997,0.348515067,0.214932126,0.097285067,Hunter Pence,8252,452254
2016,Kurt Suzuki,MIN,1.659271278,1.043859649,0.212837837,0.402027027,0.385135135,0.105263157,0.447,0.3278,0.2252,0.1755,0.5298,0.2947,87.31952322,14.49856191,0.0232,106.264,0.298,0.3093,0.6731,0.4797,0.7443,0.9214,0.8607,0.4685,0.5308,0.0668,0.1637,0.2305,0.303023595,0.128686327,0.048257372,Kurt Suzuki,8259,435559
2016,Chris Iannetta,SEA,0.593125953,1.128205128,0.224299065,0.411214953,0.364485981,0.166666666,0.4186,0.3395,0.2419,0.1953,0.4558,0.3488,89.21196546,15.33578915,0.0558,112.468,0.3907,0.2066,0.7219,0.4551,0.6,0.8135,0.7633,0.4822,0.6183,0.1076,0.1461,0.2537,0.282472671,0.24556213,0.112426035,Chris Iannetta,8267,455104
2016,Denard Span,SFG,4.606546649,2.133333333,0.226337448,0.526748971,0.24691358,0.083333333,0.3772,0.3832,0.2395,0.2295,0.523,0.2475,85.96504934,6.722294922,0.0259,108.758,0.2954,0.2648,0.6465,0.4404,0.7335,0.9435,0.8753,0.4601,0.5871,0.0547,0.1878,0.2425,0.311518481,0.124018838,0.083202511,Denard Span,8347,452655
2016,Dustin Pedroia,BOS,3.459573911,1.827814569,0.241563055,0.490230905,0.268206039,0.086092715,0.3564,0.3298,0.3138,0.1578,0.523,0.3191,88.57638501,8.647191029,0.0195,104.141,0.289,0.2597,0.6085,0.4312,0.8028,0.9252,0.8878,0.4917,0.5802,0.0484,0.1998,0.2482,0.357991871,0.104584527,0.08739255,Dustin Pedroia,8370,456030
2016,Gerardo Parra,COL,5.262070447,2.092105263,0.192439862,0.546391752,0.261168384,0.065789473,0.3792,0.3691,0.2517,0.1678,0.5134,0.3188,87.4024111,4.937034449,0.0436,108.077,0.3188,0.392,0.7273,0.5475,0.6423,0.9045,0.8039,0.464,0.6404,0.107,0.1459,0.2529,0.284392562,0.191601049,0.023622047,Gerardo Parra,8553,467827
2016,Kendrys Morales,KCR,0.843614715,1.240506329,0.200902934,0.442437923,0.356659142,0.063291139,0.3792,0.3792,0.2415,0.1287,0.4605,0.4108,92.78512943,11.32723112,0.1016,115.583,0.4966,0.3343,0.6865,0.4807,0.6258,0.8791,0.7762,0.4158,0.5534,0.1074,0.1532,0.2605,0.338899385,0.194174757,0.077669902,Kendrys Morales,8610,434778
2016,Paulo Orlando,KCR,5.86782473,2.033333333,0.217765042,0.5243553,0.257879656,0.1,0.3408,0.3911,0.2682,0.1816,0.5279,0.2905,89.55290471,8.339273142,0.0529,111.571,0.3677,0.4011,0.755,0.5592,0.6206,0.8699,0.771,0.4468,0.6818,0.1277,0.1325,0.2602,0.316765304,0.216942148,0.026859504,Paulo Orlando,8628,449181
2016,Elvis Andrus,TEX,6.658281555,1.674603174,0.237556561,0.477375565,0.285067873,0.071428571,0.4273,0.3468,0.226,0.1767,0.5526,0.2707,87.43310658,8.951337957,0.0179,108.397,0.3177,0.2694,0.6139,0.432,0.7186,0.9151,0.8504,0.472,0.6408,0.0643,0.1997,0.264,0.344414712,0.123239436,0.082746478,Elvis Andrus,8709,462101
2016,Jason Castro,HOU,4.246678687,1.347826086,0.201970443,0.458128078,0.339901477,0.014492753,0.43,0.2899,0.2802,0.1498,0.4976,0.3527,89.50099114,11.49865662,0.0918,108.713,0.401,0.263,0.653,0.4392,0.5275,0.8027,0.7123,0.4517,0.6144,0.1263,0.164,0.2903,0.300801406,0.327127659,0.119680851,Jason Castro,8722,488771
2016,Ezequiel Carrera,TOR,5.302867428,2.25,0.165775401,0.577540106,0.256684491,0.104166666,0.4115,0.3301,0.2584,0.2201,0.5263,0.2536,86.56451613,4.624537642,0.0287,106.912,0.3158,0.2816,0.6066,0.4249,0.6837,0.8529,0.7902,0.441,0.5839,0.0892,0.1807,0.2699,0.300882133,0.225806451,0.087096774,Ezequiel Carrera,9048,485567
2016,Justin Smoak,TOR,1.793543129,0.721518987,0.272727272,0.304812834,0.422459893,0.075949367,0.4171,0.2834,0.2995,0.123,0.4866,0.3904,91.56486486,18.69275628,0.1176,110.197,0.4225,0.2957,0.6667,0.4533,0.5494,0.8222,0.7198,0.4248,0.5543,0.1266,0.1579,0.2846,0.30887983,0.328445747,0.117302052,Justin Smoak,9054,475253
2016,Lorenzo Cain,KCR,4.840215845,1.578947368,0.227129337,0.473186119,0.299684542,0.084210526,0.3438,0.3849,0.2713,0.2019,0.4984,0.2997,88.57570978,9.260662091,0.0442,110.683,0.3344,0.2902,0.7019,0.4789,0.6014,0.885,0.7919,0.4584,0.5507,0.0993,0.1571,0.2564,0.321921108,0.193548387,0.071428571,Lorenzo Cain,9077,456715
2016,Khris Davis,OAK,2.925465518,1.063291139,0.17048346,0.427480916,0.402035623,0.050632911,0.3858,0.3604,0.2538,0.1472,0.4619,0.3909,91.96710047,13.30207279,0.165,115.874,0.4822,0.3125,0.7669,0.5199,0.5152,0.7623,0.6815,0.4565,0.6393,0.1656,0.1321,0.2977,0.34910355,0.272131147,0.068852459,Khris Davis,9112,501981
2016,Tyler Flowers,ATL,0.74208394,1.078947368,0.18556701,0.422680412,0.391752577,0.052631578,0.3505,0.3711,0.2784,0.1289,0.433,0.4381,93.31269635,12.71814804,0.1134,118.493,0.4794,0.2725,0.6767,0.4573,0.5309,0.8498,0.7467,0.4573,0.56,0.1155,0.1603,0.2758,0.338469992,0.28,0.089230769,Tyler Flowers,9134,452095
2016,Buster Posey,SFG,4.124814387,1.629370629,0.215031315,0.486430062,0.298538622,0.048951048,0.3549,0.3528,0.2923,0.1503,0.4885,0.3612,90.50363858,10.07173448,0.0647,110.239,0.4301,0.2934,0.6808,0.4711,0.7806,0.9153,0.8699,0.4588,0.6059,0.0605,0.1545,0.2151,0.340981054,0.110749185,0.104234527,Buster Posey,9166,457763
2016,Logan Morrison,TBR,3.682274588,1.27173913,0.211320754,0.441509433,0.347169811,0.108695652,0.5,0.3045,0.1955,0.1992,0.4586,0.3421,90.52129129,12.04235701,0.0752,113.69,0.4173,0.2927,0.7143,0.4649,0.6061,0.8674,0.7701,0.4085,0.5854,0.1067,0.1453,0.252,0.317684818,0.22361809,0.092964824,Logan Morrison,9205,489149
2016,Paul Goldschmidt,ARI,5.747048013,1.611111111,0.247139588,0.464530892,0.288329519,0.142857142,0.3913,0.3593,0.2494,0.1419,0.4828,0.3753,91.04236292,11.05062527,0.0708,111.994,0.4247,0.2303,0.6067,0.3905,0.6964,0.8444,0.7943,0.4256,0.5674,0.079,0.1942,0.2732,0.381843174,0.212765957,0.156028368,Paul Goldschmidt,9218,502671
2016,Danny Espinosa,WSN,3.677771805,0.9,0.181538461,0.387692307,0.43076923,0.121428571,0.5269,0.2975,0.1756,0.1813,0.4844,0.3343,90.07051282,14.85397417,0.0822,112.182,0.3343,0.3321,0.6961,0.4861,0.5057,0.8057,0.6875,0.4232,0.5441,0.1491,0.1348,0.2839,0.29385181,0.28951747,0.089850249,Danny Espinosa,9219,457787
2016,Starling Marte,PIT,7.702379636,1.700934579,0.23342175,0.48275862,0.283819628,0.06542056,0.3756,0.3731,0.2513,0.2098,0.443,0.3472,87.49812542,9.236434159,0.0518,111.562,0.3679,0.3922,0.7402,0.5408,0.6194,0.8654,0.7631,0.4268,0.6049,0.1268,0.1233,0.2501,0.350922466,0.196597353,0.04347826,Starling Marte,9241,516782
2016,Chris Davis,BAL,2.310442399,0.835526315,0.198275862,0.364942528,0.436781609,0.059210526,0.4171,0.3571,0.2257,0.1286,0.4686,0.4029,91.11075468,17.20235425,0.1514,111.245,0.44,0.2815,0.6409,0.427,0.4935,0.7626,0.657,0.4047,0.5805,0.1459,0.1623,0.3082,0.340015952,0.329323308,0.132330827,Chris Davis,9272,448801
2016,Brock Holt,BOS,3.578176006,2.509803921,0.238297872,0.544680851,0.217021276,0.058823529,0.3644,0.3347,0.3008,0.2373,0.5297,0.2331,86.00858369,6.170471977,0.0169,105.091,0.2627,0.2519,0.5452,0.3836,0.7692,0.9709,0.898,0.4491,0.5864,0.0391,0.2539,0.293,0.308315936,0.179012345,0.083333333,Brock Holt,9345,571788
2016,Evan Longoria,TBR,2.730609043,0.681034482,0.213709677,0.318548387,0.467741935,0.11637931,0.4294,0.3448,0.2258,0.1714,0.4657,0.3629,90.76808626,18.19821043,0.1149,110.216,0.4173,0.3367,0.6723,0.4884,0.6255,0.8318,0.7539,0.4521,0.6161,0.1193,0.1625,0.2818,0.349887528,0.210218978,0.061313868,Evan Longoria,9368,446334
2016,Matt Adams,STL,1.399306489,0.657142857,0.198156682,0.31797235,0.483870967,0.066666666,0.3516,0.3653,0.2831,0.1461,0.4886,0.3653,89.89252336,20.02009255,0.0959,110.896,0.411,0.373,0.7114,0.509,0.6275,0.8691,0.7632,0.4019,0.6208,0.1204,0.1391,0.2595,0.330512847,0.247706422,0.076452599,Matt Adams,9393,571431
2016,David Freese,PIT,1.601190471,2.983333333,0.189830508,0.606779661,0.20338983,0.033333333,0.3458,0.3831,0.2712,0.1661,0.4814,0.3525,91.02429715,2.226796575,0.0746,111.163,0.4814,0.2787,0.6497,0.445,0.5918,0.8331,0.7497,0.4484,0.5325,0.1111,0.1707,0.2818,0.334075465,0.288617886,0.091463414,David Freese,9549,501896
2016,Justin Bour,MIA,1.556516934,1.269230769,0.216814159,0.438053097,0.345132743,0.064102564,0.4405,0.3128,0.2467,0.1542,0.4934,0.3524,91.81345467,10.11098655,0.0969,114.132,0.467,0.3105,0.6335,0.4406,0.6623,0.8585,0.776,0.4029,0.5078,0.096,0.1819,0.2779,0.343370206,0.174454828,0.118380062,Justin Bour,9744,571506
2016,Jason Kipnis,CLE,5.438584783,1.04,0.237179487,0.388888888,0.373931623,0.068571428,0.4076,0.3508,0.2416,0.1345,0.5084,0.3571,89.93834252,14.84925939,0.0609,108.218,0.395,0.2747,0.6199,0.4298,0.6691,0.8997,0.8186,0.4494,0.5523,0.078,0.1994,0.2774,0.347213468,0.212209302,0.087209302,Jason Kipnis,9776,543401
2016,Nolan Arenado,COL,3.822367552,0.75409836,0.180076628,0.352490421,0.46743295,0.114754098,0.457,0.3212,0.2218,0.1453,0.4761,0.3786,89.52330097,18.76755347,0.0822,111.244,0.3958,0.3415,0.6861,0.4882,0.7075,0.9011,0.8234,0.4256,0.6006,0.0849,0.1557,0.2406,0.386055334,0.147988505,0.097701149,Nolan Arenado,9777,571448
2016,Kyle Seager,SEA,3.411852906,0.858536585,0.219262295,0.360655737,0.420081967,0.073170731,0.4012,0.3157,0.2831,0.1466,0.4664,0.387,90.38681681,16.66115018,0.0835,109.246,0.4134,0.2689,0.6207,0.4253,0.7105,0.8889,0.8262,0.4446,0.5503,0.0728,0.1823,0.255,0.362742692,0.159763313,0.102071005,Kyle Seager,9785,572122
2016,Brian Dozier,MIN,6.134801767,0.763157894,0.158995815,0.364016736,0.476987447,0.131578947,0.564,0.2831,0.1529,0.1818,0.4711,0.3471,88.07643312,18.73074244,0.0806,107.723,0.3616,0.2908,0.6392,0.4378,0.6882,0.8539,0.7903,0.4219,0.5933,0.0911,0.1926,0.2837,0.36983805,0.199710564,0.088277858,Brian Dozier,9810,572821
2016,Andrew McCutchen,PIT,3.41028746,0.858638743,0.224890829,0.358078602,0.417030567,0.12565445,0.4476,0.3341,0.2183,0.1965,0.4454,0.3581,89.61176117,16.52642574,0.0764,111.354,0.417,0.2538,0.7141,0.4661,0.5984,0.8378,0.7676,0.4613,0.5837,0.1073,0.1522,0.2595,0.328775964,0.211851851,0.102222222,Andrew McCutchen,9847,457705
2016,DJ LeMahieu,COL,5.570834848,2.222222222,0.265822784,0.506329113,0.227848101,0.101851851,0.2181,0.4033,0.3786,0.1317,0.5165,0.3519,91.75425532,6.010829974,0.0412,111.866,0.4774,0.2392,0.6087,0.4186,0.7943,0.9473,0.9023,0.4856,0.5843,0.0407,0.2037,0.2445,0.391495607,0.125984251,0.103937007,DJ LeMahieu,9874,518934
2016,Jay Bruce,- - -,4.650882143,0.905882352,0.219277108,0.371084337,0.409638554,0.058823529,0.4447,0.3582,0.1971,0.1466,0.4712,0.3822,88.86019512,14.81820412,0.0817,111.845,0.3822,0.3303,0.7728,0.5176,0.6267,0.8456,0.7651,0.4232,0.5705,0.1203,0.1195,0.2398,0.339803609,0.213921901,0.074702886,Jay Bruce,9892,457803
2016,Colby Rasmus,HOU,2.665035947,0.830188679,0.211382113,0.357723577,0.430894308,0.047169811,0.5296,0.2727,0.1976,0.1344,0.5138,0.3518,88.48647221,18.26520476,0.0791,109.35,0.3676,0.2815,0.7048,0.4667,0.4436,0.8012,0.6798,0.4375,0.6571,0.1494,0.1399,0.2893,0.281584309,0.290167865,0.103117505,Colby Rasmus,9893,458675
2016,Chris Carter,MIL,2.916892914,0.65116279,0.195467422,0.317280453,0.487252124,0.093023255,0.3768,0.3938,0.2295,0.1445,0.4504,0.4051,91.72378112,18.57891129,0.1643,114.336,0.4618,0.2587,0.6825,0.4374,0.422,0.7617,0.6455,0.4217,0.5854,0.1548,0.1552,0.31,0.34611365,0.319875776,0.118012422,Chris Carter,9911,474892
2016,Brett Gardner,NYY,6.035552202,1.932773109,0.206818181,0.522727272,0.270454545,0.100840336,0.3356,0.3822,0.2822,0.1689,0.5733,0.2578,86.45596509,7.445986127,0.0222,107.237,0.24,0.2404,0.5408,0.3682,0.757,0.9195,0.8585,0.4253,0.5237,0.0521,0.2266,0.2787,0.317184585,0.167192429,0.110410094,Brett Gardner,9927,458731
2016,Ryan Schimpf,SDP,4.926154263,0.300884955,0.155172413,0.195402298,0.649425287,0.150442477,0.4023,0.3563,0.2414,0.2241,0.3793,0.3966,90.30584681,29.70298223,0.1494,109.407,0.4138,0.2545,0.6748,0.4325,0.5802,0.816,0.736,0.4235,0.5515,0.1132,0.1701,0.2833,0.362354473,0.318181818,0.127272727,Ryan Schimpf,9953,572114
2016,Steve Pearce,- - -,2.221516034,1.1375,0.189573459,0.43127962,0.379146919,0.1125,0.4502,0.3649,0.1848,0.1564,0.4976,0.346,89.83028739,15.44757167,0.0853,112.474,0.4028,0.2488,0.6806,0.4521,0.4935,0.88,0.7675,0.4709,0.5894,0.1044,0.1621,0.2666,0.370713098,0.178807947,0.112582781,Steve Pearce,9957,456665
2016,Michael Saunders,TOR,2.988685932,1.105691056,0.224550898,0.407185628,0.368263473,0.06504065,0.4125,0.3323,0.2552,0.1602,0.4659,0.3739,90.03606179,11.07218203,0.0742,110.386,0.4451,0.2577,0.6991,0.4467,0.5,0.8439,0.7304,0.4282,0.5502,0.12,0.1498,0.2698,0.347523446,0.281362007,0.105734767,Michael Saunders,9981,459431
2016,Chris Owings,ARI,7.841321385,1.829787234,0.231213872,0.497109826,0.2716763,0.074468085,0.3192,0.3983,0.2825,0.178,0.5226,0.2994,88.10175724,8.506774365,0.0226,107.892,0.3277,0.3578,0.6881,0.5174,0.6465,0.8951,0.8063,0.4832,0.6588,0.0991,0.1656,0.2648,0.310767225,0.186695278,0.042918454,Chris Owings,10030,572008
2016,Wil Myers,SDP,6.28261611,1.32,0.214446952,0.446952595,0.338600451,0.06,0.3829,0.3784,0.2387,0.1667,0.4977,0.3356,88.60927779,10.00529376,0.0698,113.19,0.3919,0.262,0.6034,0.4077,0.6968,0.865,0.8031,0.4268,0.5784,0.0801,0.2018,0.2819,0.341389779,0.23668639,0.100591715,Wil Myers,10047,571976
2016,Jonathan Villar,MIL,6.430995974,2.30927835,0.203473945,0.555831265,0.240694789,0.113402061,0.3231,0.4175,0.2594,0.2052,0.4434,0.3514,90.275061,4.685793475,0.0495,114.045,0.3821,0.241,0.6619,0.4301,0.5749,0.8305,0.7517,0.4493,0.5729,0.1063,0.173,0.2793,0.355665142,0.256259204,0.116347569,Jonathan Villar,10071,542340
2016,Mike Trout,LAA,6.555580889,1.124183006,0.220623501,0.412470023,0.366906474,0.02614379,0.4053,0.3285,0.2662,0.1199,0.4628,0.4173,90.93308846,13.74554717,0.1343,117.136,0.4005,0.2298,0.6029,0.3875,0.7063,0.8696,0.8137,0.4228,0.558,0.0713,0.1881,0.2595,0.418186937,0.201174743,0.170337738,Mike Trout,10155,545361
2016,Billy Hamilton,CIN,8.296089942,1.565217391,0.218543046,0.476821192,0.304635761,0.097826086,0.3485,0.3697,0.2818,0.2182,0.5909,0.1909,83.39729598,10.44202732,0.003,106.793,0.1152,0.2524,0.6439,0.4399,0.6738,0.8883,0.8241,0.4788,0.6435,0.0778,0.1895,0.2673,0.293912076,0.202173913,0.078260869,Billy Hamilton,10199,571740
2016,Tucker Barnhart,CIN,2.195028469,1.726190476,0.249180327,0.475409836,0.275409836,0.035714285,0.4,0.3806,0.2194,0.1484,0.571,0.2806,86.05394865,9.578848588,0.0226,105.077,0.2323,0.2742,0.7331,0.4764,0.674,0.8745,0.8099,0.4405,0.569,0.0887,0.1503,0.2391,0.299990075,0.171428571,0.085714285,Tucker Barnhart,10200,571466
2016,Jose Iglesias,DET,3.602232138,1.82051282,0.20289855,0.514492753,0.282608695,0.136752136,0.3817,0.3115,0.3068,0.2646,0.5527,0.1827,83.53488752,8.41410329,0.007,110.956,0.2061,0.3606,0.5364,0.441,0.8402,0.9691,0.9119,0.4571,0.6043,0.0393,0.2305,0.2698,0.283064882,0.097465886,0.054580896,Jose Iglesias,10231,578428
2016,Randal Grichuk,STL,4.980189267,0.925373134,0.156862745,0.405228758,0.437908496,0.104477611,0.4706,0.3137,0.2157,0.1699,0.4314,0.3987,91.44370861,16.29066154,0.0948,114.24,0.4608,0.3722,0.7445,0.5383,0.5842,0.8056,0.7208,0.446,0.6632,0.1503,0.1313,0.2816,0.325065962,0.294979079,0.058577405,Randal Grichuk,10243,545341
2016,Brandon Belt,SFG,3.736320492,0.571428571,0.277777777,0.262626262,0.459595959,0.06043956,0.3618,0.3342,0.304,0.1658,0.4698,0.3643,87.26979574,21.21447881,0.108,106.073,0.3266,0.2546,0.789,0.4747,0.563,0.8544,0.7625,0.4118,0.5634,0.1121,0.1154,0.2275,0.373740417,0.225954198,0.158778625,Brandon Belt,10264,474832
2016,Marcell Ozuna,MIA,3.584204625,1.202453987,0.195067264,0.439461883,0.365470852,0.092024539,0.3767,0.3924,0.2309,0.1726,0.4529,0.3744,90.85390087,10.84341739,0.0762,113.818,0.4193,0.3289,0.6652,0.4707,0.5877,0.8633,0.7519,0.4216,0.6316,0.1164,0.164,0.2804,0.329788178,0.189144736,0.070723684,Marcell Ozuna,10324,542303
2016,Scooter Gennett,MIL,4.106035241,1.293233082,0.207792207,0.446753246,0.345454545,0.067669172,0.3488,0.3488,0.3023,0.1783,0.5323,0.2894,86.9099717,12.18398976,0.0309,108.52,0.2474,0.3431,0.7298,0.5053,0.674,0.8718,0.7939,0.4196,0.6162,0.1039,0.1382,0.2421,0.314615918,0.210332103,0.070110701,Scooter Gennett,10339,571697
2016,Tommy Joseph,PHI,2.234709616,0.819819819,0.178861788,0.369918699,0.451219512,0.135135135,0.4187,0.378,0.2033,0.2033,0.4309,0.3659,89.88230613,16.95238755,0.1098,112.545,0.4146,0.3472,0.7309,0.5068,0.6754,0.8507,0.7806,0.416,0.6052,0.1112,0.1362,0.2474,0.341636289,0.216138328,0.063400576,Tommy Joseph,10349,571830
